Identificador,ual_prov,ual_cant,ual_parr,ual_estr,ual_segm,al_ncues,cp_numt,cp_numl,rc_clacul,cp_k404,cp_k405,cp_k406,cp_distancia_1,cp_distancia_2,cp_k408,cp_k409,cp_k409ha,cp_k410,cp_k410ha,cp_k411,cp_k411ha,cp_k412,cp_k416,cp_k417,cp_k418,cp_k420,cp_afecta_prod,cp_k422,cp_k423,cp_k424,cp_k426,cp_venmernac,cp_venmerint,cp_rdproven1,cp_rdproven2,cp_rdproven3,cp_rdproven4,cp_rdproven5,cp_rdproven6,cp_fconvf,cp_fconvs,cp_seg_agri,cp_kits_agri,cp_riego,cp_superf_regada,cp_superf_regada_ha,cp_porc_surc,cp_porc_aspe,cp_porc_micr,cp_porc_gote,cp_porc_nebu,cp_porc_otro,cp_aferti,cp_forg,cp_cant1_fo,cp_umed1_fo,cp_cant2_fo,cp_umed2_fo,cp_cant3_fo,cp_umed3_fo,cp_fqui,cp_cantidad_npk_fq,cp_umed_npk_fq,cp_cantidad_nit_fq,cp_umed_nit_fq,cp_cantidad_fq,cp_umed_fq,cp_cantidad_pot_fq,cp_umed_pot_fq,cp_afito,cp_porg,cp_cantidad_po,cp_umed_po,cp_pqui,cp_cantidad_her_pq,cp_umed_her_pq,cp_color_her_pq,cp_cantidad_ins_pq,cp_umed_ins_pq,cp_color_ins_pq,cp_cantidad_fun_pq,cp_umed_fun_pq,cp_color_fun_pq,cp_cantidad_pq,cp_umed_pq,cp_color_pq,cp_trabocacont,cp_trabfami,cp_obsotroscp,cp_nclavr,cp_trs,cp_trc,cp_tro,cp_tn,cp_prod,ventas,cp_superdida,superdida,cp_sequia,cp_helada,cp_plagas,cp_enfermedades,cp_inundacion,cp_otra,cp_edad,edad1,edad2,edad3,cp_vcomún,cp_vmejorada,cp_vhibrinacio,cp_vhibrinterna,cp_sriego,cp_sufertilizantes,cp_sufitosanitario,nuevacondicion,fact_exp_fin
3045002001400003,3,4,50,2,140,3,1,1,419,1,,6.0,1.5,1.5,2.0,25.0,25.0,25.0,25.0,25.0,25.0,,2350.0,43.0,2000.0,12.0,7.0,,,,,,,,,,,,2350.0,,,1,1,1,25.0,25.0,,100.0,,,,,1,0,,,,,,,1,125.0,2.0,125.0,2.0,,,,,1,0.0,,,1.0,38.0,5.0,4.0,,,,,,,,,,50.0,,,419,1.0,,,4,2136.36363636364,,0.0,,,,,,,,6,25.0,,,,25.0,,,25.0,25.0,25.0,1,0.0
3045002001400003,3,4,50,2,140,3,2,2,419,1,,6.0,1.5,1.5,2.0,25.0,25.0,25.0,25.0,25.0,25.0,,2350.0,43.0,2000.0,12.0,7.0,,,,,,,,,,,,2350.0,,,1,1,1,25.0,25.0,,100.0,,,,,1,0,,,,,,,1,125.0,2.0,125.0,2.0,,,,,1,0.0,,,1.0,38.0,5.0,4.0,,,,,,,,,,50.0,,,419,1.0,,,4,2136.36363636364,,0.0,,,,,,,,6,25.0,,,,25.0,,,25.0,25.0,25.0,1,0.0
3045002001400003,3,4,50,2,140,3,3,3,419,1,,6.0,1.5,1.5,2.0,30.0,30.0,30.0,30.0,30.0,30.0,,2820.0,43.0,2000.0,12.0,7.0,,,,,,,,,,,,2820.0,,,1,1,1,30.0,30.0,,100.0,,,,,1,0,,,,,,,1,145.0,2.0,145.0,2.0,,,,,1,0.0,,,1.0,145.0,5.0,4.0,,,,,,,,,,60.0,,,419,1.0,,,4,2563.6363636363603,,0.0,,,,,,,,6,30.0,,,,30.0,,,30.0,30.0,30.0,1,0.0
3045002001400003,3,4,50,2,140,3,4,4,419,1,,6.0,1.5,1.5,2.0,115.0,115.0,115.0,115.0,115.0,115.0,,10810.0,43.0,2000.0,12.0,7.0,,,,,,,,,,,,10810.0,,,1,1,1,115.0,115.0,,100.0,,,,,1,0,,,,,,,1,2340.0,2.0,2340.0,2.0,,,,,1,0.0,,,1.0,2340.0,5.0,4.0,,,,,,,,,,230.0,,,419,1.0,,,4,9827.27272727273,,0.0,,,,,,,,6,115.0,,,,115.0,,,115.0,115.0,115.0,1,0.0
3045002001840001,3,4,50,2,184,1,1,1,419,1,,6.0,1.5,1.5,2.0,25.0,25.0,25.0,25.0,25.0,25.0,,2350.0,43.0,2000.0,12.0,7.0,,,,,,,,,,,,2350.0,,,1,1,1,25.0,25.0,,100.0,,,,,1,0,,,,,,,1,125.0,2.0,125.0,2.0,,,,,1,0.0,,,1.0,38.0,5.0,4.0,,,,,,,,,,50.0,,,419,1.0,,,4,2136.36363636364,,0.0,,,,,,,,6,25.0,,,,25.0,,,25.0,25.0,25.0,1,0.0
3045002001840001,3,4,50,2,184,1,2,2,419,1,,6.0,1.5,1.5,2.0,20.0,20.0,20.0,20.0,20.0,20.0,,1880.0,43.0,2000.0,12.0,7.0,,,,,,,,,,,,1880.0,,,1,1,1,20.0,20.0,,100.0,,,,,1,0,,,,,,,1,115.0,2.0,115.0,2.0,,,,,1,0.0,,,1.0,30.0,5.0,4.0,,,,,,,,,,40.0,,,419,1.0,,,4,1709.0909090909101,,0.0,,,,,,,,6,20.0,,,,20.0,,,20.0,20.0,20.0,1,0.0
3045002001840001,3,4,50,2,184,1,3,3,419,1,,6.0,1.5,1.5,2.0,10.0,10.0,10.0,10.0,10.0,10.0,,940.0,43.0,2000.0,12.0,7.0,,,,,,,,,,,,940.0,,,1,1,1,10.0,10.0,,100.0,,,,,1,0,,,,,,,1,75.0,2.0,75.0,2.0,,,,,1,0.0,,,1.0,20.0,5.0,4.0,,,,,,,,,,20.0,,,419,1.0,,,4,854.5454545454552,,0.0,,,,,,,,6,10.0,,,,10.0,,,10.0,10.0,10.0,1,0.0
3045002001840001,3,4,50,2,184,1,4,4,419,1,,6.0,1.5,1.5,2.0,10.0,10.0,10.0,10.0,10.0,10.0,,940.0,43.0,2000.0,12.0,7.0,,,,,,,,,,,,940.0,,,1,1,1,10.0,10.0,,100.0,,,,,1,0,,,,,,,1,75.0,2.0,75.0,2.0,,,,,1,0.0,,,1.0,20.0,5.0,4.0,,,,,,,,,,20.0,,,419,1.0,,,4,854.5454545454552,,0.0,,,,,,,,6,10.0,,,,10.0,,,10.0,10.0,10.0,1,0.0
3045002001840001,3,4,50,2,184,1,5,5,419,1,,6.0,1.5,1.5,2.0,10.0,10.0,10.0,10.0,10.0,10.0,,940.0,43.0,2000.0,12.0,7.0,,,,,,,,,,,,940.0,,,1,1,1,10.0,10.0,,100.0,,,,,1,0,,,,,,,1,75.0,2.0,75.0,2.0,,,,,1,0.0,,,1.0,20.0,5.0,4.0,,,,,,,,,,20.0,,,419,1.0,,,4,854.5454545454552,,0.0,,,,,,,,6,10.0,,,,10.0,,,10.0,10.0,10.0,1,0.0
3045002001840001,3,4,50,2,184,1,6,6,419,1,,6.0,1.5,1.5,2.0,20.0,20.0,20.0,20.0,20.0,20.0,,1880.0,43.0,2000.0,12.0,7.0,,,,,,,,,,,,1880.0,,,1,1,1,20.0,20.0,,100.0,,,,,1,0,,,,,,,1,115.0,2.0,115.0,2.0,,,,,1,0.0,,,1.0,30.0,5.0,4.0,,,,,,,,,,40.0,,,419,1.0,,,4,1709.0909090909101,,0.0,,,,,,,,6,20.0,,,,20.0,,,20.0,20.0,20.0,1,0.0
3045056000993427,3,4,50,56,99,3427,3,1,419,1,,6.0,1.5,1.5,2.0,18.0,18.0,18.0,18.0,18.0,18.0,,1692.0,43.0,2000.0,12.0,7.0,,,,,,,,,,,,1692.0,,,1,1,1,18.0,18.0,,100.0,,,,,1,0,,,,,,,1,108.0,2.0,108.0,2.0,,,,,1,0.0,,,1.0,27.0,5.0,4.0,,,,,,,,,,27.0,,,419,1.0,,,4,1538.18181818182,,0.0,,,,,,,,6,18.0,,,,18.0,,,18.0,18.0,18.0,1,1.0
3045056000993427,3,4,50,56,99,3427,4,2,419,1,,6.0,1.5,1.5,2.0,23.0,23.0,23.0,23.0,23.0,23.0,,2162.0,43.0,2000.0,12.0,7.0,,,,,,,,,,,,2162.0,,,1,1,1,23.0,23.0,,100.0,,,,,1,0,,,,,,,1,184.0,2.0,184.0,2.0,,,,,1,0.0,,,1.0,34.5,5.0,4.0,,,,,,,,,,46.0,,,419,1.0,,,4,1965.4545454545496,,0.0,,,,,,,,6,23.0,,,,23.0,,,23.0,23.0,23.0,1,1.0
3045056000993427,3,4,50,56,99,3427,5,3,419,1,,0.0,1.5,1.5,2.0,56.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,56.0,56.0,,100.0,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,112.0,,,419,1.0,,,4,,,,,,,,,,,0,56.0,,,,56.0,,,56.0,,,1,1.0
3045056000993427,3,4,50,56,99,3427,6,4,419,1,,6.0,1.5,1.5,2.0,32.0,32.0,32.0,32.0,32.0,32.0,,3008.0,43.0,2000.0,12.0,7.0,,,,,,,,,,,,3008.0,,,1,1,1,32.0,32.0,,100.0,,,,,1,0,,,,,,,1,256.0,2.0,256.0,2.0,,,,,1,0.0,,,1.0,48.0,5.0,4.0,,,,,,,,,,64.0,,,419,1.0,,,4,2734.54545454545,,0.0,,,,,,,,6,32.0,,,,32.0,,,32.0,32.0,32.0,1,1.0
3045056000993427,3,4,50,56,99,3427,7,5,419,1,,6.0,1.5,1.5,2.0,53.0,53.0,53.0,53.0,53.0,53.0,,4982.0,43.0,2000.0,12.0,7.0,,,,,,,,,,,,4982.0,,,1,1,1,53.0,53.0,,100.0,,,,,1,0,,,,,,,1,371.0,2.0,371.0,2.0,,,,,1,0.0,,,1.0,79.5,5.0,4.0,,,,,,,,,,106.0,,,419,1.0,,,4,4529.09090909091,,0.0,,,,,,,,6,53.0,,,,53.0,,,53.0,53.0,53.0,1,1.0
3045056000993427,3,4,50,56,99,3427,8,6,419,1,,6.0,1.5,1.5,2.0,212.0,212.0,212.0,212.0,212.0,212.0,,19928.0,43.0,2000.0,12.0,7.0,,,,,,,,,,,,19928.0,,,1,1,1,212.0,212.0,,100.0,,,,,1,0,,,,,,,1,3500.0,2.0,3500.0,2.0,,,,,1,0.0,,,1.0,318.0,5.0,4.0,,,,,,,,,,200.0,,,419,1.0,,,4,18116.3636363636,,0.0,,,,,,,,6,212.0,,,,212.0,,,212.0,212.0,212.0,1,1.0
3045056000993427,3,4,50,56,99,3427,9,7,419,1,,6.0,1.5,1.5,2.0,22.0,22.0,22.0,22.0,22.0,22.0,,2105.0,43.0,2000.0,12.0,7.0,,,,,,,,,,,,2105.0,,,1,1,1,22.0,22.0,,100.0,,,,,1,0,,,,,,,1,112.0,2.0,112.0,2.0,,,,,1,0.0,,,1.0,33.75,5.0,4.0,,,,,,,,,,45.0,,,419,1.0,,,4,1913.63636363636,,0.0,,,,,,,,6,22.0,,,,22.0,,,22.0,22.0,22.0,1,1.0
3045056000993427,3,4,50,56,99,3427,10,8,419,1,,6.0,1.5,1.5,2.0,22808.0,22808.0,22808.0,22808.0,22808.0,22808.0,,2143999.0,43.0,2000.0,12.0,7.0,,,,,,,,,,,,2143999.0,,,1,1,1,22808.0,22808.0,,100.0,,,,,1,0,,,,,,,1,136851.0,2.0,136851.0,2.0,,,,,1,0.0,,,1.0,34212.75,5.0,4.0,,,,,,,,,,424.0,,,419,1.0,,,4,1949090.0,,0.0,,,,,,,,6,22808.0,,,,22808.0,,,22808.0,22808.0,22808.0,1,1.0
3045102000190001,3,4,51,2,19,1,1,1,419,1,,5.0,1.0,1.0,3.0,20.0,20.0,20.0,20.0,20.0,20.0,,2600.0,43.0,2000.0,12.0,7.0,2600.0,43.0,2000.0,12.0,100.0,,,,,,,,,,0,0,1,20.0,20.0,100.0,,,,,,1,0,,,,,,,1,,,150.0,3.0,90.0,5.0,,,1,0.0,,,1.0,90.0,5.0,4.0,90.0,5.0,4.0,,,,,,,4.0,,,419,1.0,,,4,2363.6363636363603,2363.6363636363603,0.0,,,,,,,,5,20.0,,,,,20.0,,20.0,20.0,20.0,1,30.110743116877106
3045102000190004,3,4,51,2,19,4,1,1,419,1,,6.0,1.0,1.0,2.0,36.0,36.0,36.0,36.0,36.0,36.0,,3505.0,43.0,2000.0,12.0,7.0,3505.0,43.0,2000.0,12.0,100.0,,,,,,,,,,0,0,1,36.0,36.0,100.0,,,,,,1,0,,,,,,,1,220.0,3.0,175.0,3.0,,,108.0,3.0,1,0.0,,,1.0,225.0,5.0,2.0,30.0,2.0,3.0,120.0,5.0,2.0,,,,12.0,,,419,1.0,,,4,3186.36363636364,3186.36363636364,0.0,,,,,,,,6,36.0,,,,36.0,,,36.0,36.0,36.0,1,17.1733082752915
3045156000993465,3,4,51,56,99,3465,1,1,419,1,,5.0,1.5,1.5,3.0,100.0,100.0,100.0,100.0,100.0,100.0,,7000.0,43.0,2000.0,12.0,7.0,7000.0,43.0,2000.0,12.0,100.0,,,,,,,,,,1,0,1,100.0,100.0,100.0,,,,,,1,0,,,,,,,1,4000.0,2.0,,,,,,,1,0.0,,,1.0,500.0,2.0,2.0,,,,,,,,,,,,,419,1.0,,,4,6363.6363636363585,6363.6363636363585,0.0,,,,,,,,5,100.0,,,,,100.0,,100.0,100.0,100.0,1,1.0
3045156000993467,3,4,51,56,99,3467,1,1,419,1,,1.0,1.0,1.0,1.0,40.0,40.0,40.0,40.0,40.0,40.0,,3600.0,43.0,2000.0,12.0,7.0,3600.0,43.0,2000.0,12.0,100.0,,,,,,,,,,0,0,1,40.0,40.0,100.0,,,,,,1,0,,,,,,,1,480.0,2.0,480.0,2.0,480.0,2.0,,,1,1.0,480.0,5.0,1.0,200.0,5.0,2.0,200.0,5.0,2.0,,,,,,,5.0,,,419,1.0,,,4,3272.72727272727,3272.72727272727,0.0,,,,,,,,1,40.0,,,40.0,,,,40.0,40.0,40.0,1,1.0
3045202003560001,3,4,52,2,356,1,1,1,419,1,,6.0,1.5,1.5,2.0,15.0,15.0,15.0,15.0,15.0,15.0,,1410.0,43.0,2000.0,12.0,7.0,,,,,,,,,,,,1410.0,,,1,1,1,15.0,15.0,,100.0,,,,,1,0,,,,,,,1,90.0,2.0,90.0,2.0,,,,,1,0.0,,,1.0,22.5,5.0,4.0,,,,,,,,,,30.0,,,419,1.0,,,4,1281.8181818181802,,0.0,,,,,,,,6,15.0,,,,15.0,,,15.0,15.0,15.0,1,0.0
3045202003560001,3,4,52,2,356,1,2,2,419,1,,6.0,1.5,1.5,2.0,35.0,35.0,35.0,35.0,35.0,35.0,,3290.0,43.0,2000.0,12.0,7.0,,,,,,,,,,,,3290.0,,,1,1,1,35.0,35.0,,100.0,,,,,1,0,,,,,,,1,210.0,2.0,210.0,2.0,,,,,1,0.0,,,1.0,52.5,5.0,4.0,,,,,,,,,,70.0,,,419,1.0,,,4,2990.90909090909,,0.0,,,,,,,,6,35.0,,,,35.0,,,35.0,35.0,35.0,1,0.0
3045202003560001,3,4,52,2,356,1,3,3,419,1,,6.0,1.5,1.5,2.0,28.0,28.0,28.0,28.0,28.0,28.0,,2632.0,43.0,2000.0,12.0,7.0,,,,,,,,,,,,2632.0,,,1,1,1,28.0,28.0,,100.0,,,,,1,0,,,,,,,1,140.0,2.0,140.0,2.0,,,,,1,0.0,,,1.0,42.0,5.0,4.0,,,,,,,,,,56.0,,,419,1.0,,,4,2392.72727272727,,0.0,,,,,,,,6,28.0,,,,28.0,,,28.0,28.0,28.0,1,0.0
3045202003560001,3,4,52,2,356,1,4,4,419,1,,6.0,1.5,1.5,2.0,12.5,12.5,12.5,12.5,12.5,12.5,,1175.0,43.0,2000.0,12.0,7.0,,,,,,,,,,,,1175.0,,,1,1,1,12.5,12.5,,100.0,,,,,1,0,,,,,,,1,75.0,2.0,75.0,2.0,,,,,1,0.0,,,1.0,18.75,5.0,4.0,,,,,,,,,,25.0,,,419,1.0,,,4,1068.1818181818198,,0.0,,,,,,,,6,12.5,,,,12.5,,,12.5,12.5,12.5,1,0.0
3045202003560001,3,4,52,2,356,1,5,5,419,1,,6.0,1.5,1.5,2.0,38.0,38.0,38.0,38.0,38.0,38.0,,3572.0,43.0,2000.0,12.0,7.0,,,,,,,,,,,,3572.0,,,1,1,1,38.0,38.0,,100.0,,,,,1,0,,,,,,,1,228.0,2.0,228.0,2.0,,,,,1,0.0,,,1.0,57.0,5.0,4.0,,,,,,,,,,76.0,,,419,1.0,,,4,3247.27272727273,,0.0,,,,,,,,6,38.0,,,,38.0,,,38.0,38.0,38.0,1,0.0
3045202004150001,3,4,52,2,415,1,3,1,419,1,,6.0,1.5,1.5,2.0,18.0,18.0,18.0,18.0,18.0,18.0,,1692.0,43.0,2000.0,12.0,7.0,,,,,,,,,,,,1692.0,,,1,1,1,18.0,18.0,,100.0,,,,,1,0,,,,,,,1,108.0,2.0,108.0,2.0,,,,,1,0.0,,,1.0,27.0,5.0,4.0,,,,,,,,,,27.0,,,419,1.0,,,4,1538.18181818182,,0.0,,,,,,,,6,18.0,,,,18.0,,,18.0,18.0,18.0,1,0.0
3045202004150001,3,4,52,2,415,1,4,2,419,1,,6.0,1.5,1.5,2.0,23.0,23.0,23.0,23.0,23.0,23.0,,2162.0,43.0,2000.0,12.0,7.0,,,,,,,,,,,,2162.0,,,1,1,1,23.0,23.0,,100.0,,,,,1,0,,,,,,,1,184.0,2.0,184.0,2.0,,,,,1,0.0,,,1.0,34.5,5.0,4.0,,,,,,,,,,46.0,,,419,1.0,,,4,1965.4545454545496,,0.0,,,,,,,,6,23.0,,,,23.0,,,23.0,23.0,23.0,1,0.0
3045202004150001,3,4,52,2,415,1,5,3,419,1,,0.0,1.5,1.5,2.0,56.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,56.0,56.0,,100.0,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,112.0,,,419,1.0,,,4,,,,,,,,,,,0,56.0,,,,56.0,,,56.0,,,1,0.0
3045202004150001,3,4,52,2,415,1,6,4,419,1,,6.0,1.5,1.5,2.0,32.0,32.0,32.0,32.0,32.0,32.0,,3008.0,43.0,2000.0,12.0,7.0,,,,,,,,,,,,3008.0,,,1,1,1,32.0,32.0,,100.0,,,,,1,0,,,,,,,1,256.0,2.0,256.0,2.0,,,,,1,0.0,,,1.0,48.0,5.0,4.0,,,,,,,,,,64.0,,,419,1.0,,,4,2734.54545454545,,0.0,,,,,,,,6,32.0,,,,32.0,,,32.0,32.0,32.0,1,0.0
3045202004150001,3,4,52,2,415,1,7,5,419,1,,6.0,1.5,1.5,2.0,53.0,53.0,53.0,53.0,53.0,53.0,,4982.0,43.0,2000.0,12.0,7.0,,,,,,,,,,,,4982.0,,,1,1,1,53.0,53.0,,100.0,,,,,1,0,,,,,,,1,371.0,2.0,371.0,2.0,,,,,1,0.0,,,1.0,79.5,5.0,4.0,,,,,,,,,,106.0,,,419,1.0,,,4,4529.09090909091,,0.0,,,,,,,,6,53.0,,,,53.0,,,53.0,53.0,53.0,1,0.0
3045202004150001,3,4,52,2,415,1,8,6,419,1,,6.0,1.5,1.5,2.0,212.0,212.0,212.0,212.0,212.0,212.0,,19928.0,43.0,2000.0,12.0,7.0,,,,,,,,,,,,19928.0,,,1,1,1,212.0,212.0,,100.0,,,,,1,0,,,,,,,1,3500.0,2.0,3500.0,2.0,,,,,1,0.0,,,1.0,318.0,5.0,4.0,,,,,,,,,,200.0,,,419,1.0,,,4,18116.3636363636,,0.0,,,,,,,,6,212.0,,,,212.0,,,212.0,212.0,212.0,1,0.0
3045202004150001,3,4,52,2,415,1,9,7,419,1,,6.0,1.5,1.5,2.0,22.5,22.5,22.5,22.5,22.5,22.5,,2105.0,43.0,2000.0,12.0,7.0,,,,,,,,,,,,2105.0,,,1,1,1,22.5,22.5,,100.0,,,,,1,0,,,,,,,1,112.0,2.0,112.0,2.0,,,,,1,0.0,,,1.0,33.75,5.0,4.0,,,,,,,,,,45.0,,,419,1.0,,,4,1913.63636363636,,0.0,,,,,,,,6,22.5,,,,22.5,,,22.5,22.5,22.5,1,0.0
3045202004160001,3,4,52,2,416,1,2,1,419,1,,6.0,1.5,1.5,2.0,212.0,212.0,212.0,212.0,212.0,212.0,,19928.0,43.0,2000.0,12.0,7.0,,,,,,,,,,,,19928.0,,,1,1,1,212.0,212.0,,100.0,,,,,1,0,,,,,,,1,3500.0,2.0,3500.0,2.0,,,,,1,0.0,,,1.0,318.0,5.0,4.0,,,,,,,,,,200.0,,,419,1.0,,,4,18116.3636363636,,0.0,,,,,,,,6,212.0,,,,212.0,,,212.0,212.0,212.0,1,0.0
3045202004160001,3,4,52,2,416,1,3,2,419,1,,0.0,1.5,1.5,2.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,23.0,23.0,,100.0,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,112.0,,,419,1.0,,,4,,,,,,,,,,,0,23.0,,,,23.0,,,23.0,,,1,0.0
3045256000993464,3,4,52,56,99,3464,1,1,419,1,,10.0,1.5,1.5,2.0,60.0,60.0,60.0,60.0,60.0,60.0,,5640.0,43.0,2000.0,12.0,7.0,5640.0,43.0,2000.0,12.0,100.0,,,,,,,,,,1,1,1,60.0,60.0,100.0,,,,,,1,0,,,,,,,1,400.0,3.0,400.0,3.0,,,,,1,0.0,,,1.0,225.0,5.0,2.0,60.0,2.0,5.0,240.0,5.0,2.0,,,,25.0,,,419,1.0,,,4,5127.27272727273,5127.27272727273,0.0,,,,,,,,10,,60.0,,,60.0,,,60.0,60.0,60.0,1,1.0
8016603007330002,8,1,66,3,733,2,2,2,419,1,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,316.0,15.0,80.0,12.0,5.0,316.0,15.0,80.0,12.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,,419,,2.0,,4,11.4909090909091,11.4909090909091,0.0,,,,,,,,2,1.0,,,1.0,,,,,,,1,108.996627394
9015303014820001,9,1,53,3,1482,1,1,1,419,1,,6.0,0.5,0.7,2.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,,180000.0,44.0,2200.0,12.0,7.0,180000.0,44.0,2200.0,12.0,100.0,,,,,,,,,,0,0,1,1200.0,1200.0,,,,100.0,,,1,0,,,,,,,1,120000.0,2.0,,,,,,,1,0.0,,,1.0,900.0,5.0,3.0,300.0,5.0,3.0,,,,,,,50.0,,,419,,2.0,,4,180000.0,180000.0,0.0,,,,,,,,6,1200.0,,,,1200.0,,,1200.0,1200.0,1200.0,1,0.0
